Name,Manufacturer,Part #,Type,Color,Power Supply,Side Panel,Power Supply Shroud,Front Panel USB,Motherboard Form Factor,Maximum Video Card Length,Drive Bays,Expansion Slots,Fan Support,Included Fans,Radiator Support,Dimensions,Volume,Model
Fractal Design Define S,Fractal Design , FD-CA-DEF-S-BK-W | CA-DEF-S-BK-W | ,ATX Mid Tower ,Black ,None ,Acrylic ,No ,USB 3.2 Gen 1 Type-A , ATX</li> Micro ATX</li> Mini ITX</li> ," 450 mm</li> 17.717""</li> "," 3 x Internal 3.5""</li> 2 x Internal 2.5""</li> ",7 x Full-Height , 120 mm</li> 140 mm</li> ,, 120 mm</li> 140 mm</li> 240 mm</li> 280 mm</li> 360 mm</li> 420 mm</li> ," 533 mm x 233 mm x 465 mm</li> 20.984"" x 9.173"" x 18.307""</li> ", 57.748 L</li> 2.039 ft³</li> ,
Thermaltake Core X9 Snow Edition,Thermaltake ,CA-1D8-00F6WN-00 ,ATX Desktop ,White ,None ,Acrylic ,Yes ,USB 3.2 Gen 1 Type-A , ATX</li> EATX</li> Micro ATX</li> Mini ITX</li> ," 590 mm</li> 23.228""</li> "," 3 x External 5.25""</li> 7 x Internal 3.5""</li> ",8 x Full-Height , 120 mm</li> 140 mm</li> 200 mm</li> ,, 120 mm</li> 140 mm</li> 240 mm</li> 280 mm</li> 360 mm</li> 420 mm</li> 480 mm</li> ,,,
ABS R206-ITX,ABS ,R206-ITX ,MicroATX Mini Tower ,Black ,None ,None ,No ,USB 2.0 Type-A , Micro ATX</li> Mini ITX</li> ,," 1 x Internal 3.5""</li> 1 x Internal 2.5""</li> ",4 x Half-Height ,80 mm ,,," 455 mm x 200 mm x 430 mm</li> 17.913"" x 7.874"" x 16.929""</li> ", 39.13 L</li> 1.382 ft³</li> ,
Corsair Carbide Series SPEC-ALPHA,Corsair ,CC-9011084-WW ,ATX Mid Tower ,Black / Silver ,None ,Acrylic ,No ,USB 3.2 Gen 1 Type-A , ATX</li> Micro ATX</li> Mini ITX</li> ," 380 mm</li> 14.961""</li> "," 3 x Internal 3.5""</li> 4 x Internal 2.5""</li> ",7 x Full-Height ,120 mm ,, 120 mm</li> 240 mm</li> ,,,
iBuypower ARC 647 CASE,iBuypower ,ARC 647 CASE ,ATX Mid Tower ,Black / Red ,None ,Acrylic ,No ,USB 3.2 Gen 1 Type-A , ATX</li> Micro ATX</li> ,," 3 x External 5.25""</li> 3 x Internal 3.5""</li> 3 x Internal 2.5""</li> ",7 x Full-Height ,120 mm ,,,,,
Phanteks Enthoo EVOLV ITX TG,Phanteks ,PH-ES215PTG_SRD ,Mini ITX Desktop ,Black / Red ,None ,Tinted Tempered Glass ,Yes ,USB 3.2 Gen 1 Type-A ,Mini ITX ," 330 mm</li> 12.992""</li> "," 2 x Internal 3.5""</li> 1 x Internal 2.5""</li> ",2 x Full-Height , 120 mm</li> 140 mm</li> ,, 120 mm</li> 140 mm</li> 240 mm</li> 280 mm</li> ," 395 mm x 230 mm x 375 mm</li> 15.551"" x 9.055"" x 14.764""</li> ", 34.069 L</li> 1.203 ft³</li> ,
EVGA DG-77,EVGA ,170-B0-3540-KR ,ATX Mid Tower ,Black ,None ,Tempered Glass ,Yes ,USB 3.2 Gen 1 Type-A , ATX</li> Micro ATX</li> Mini ITX</li> ," 390 mm</li> 15.354""</li> "," 2 x Internal 3.5""</li> 2 x Internal 2.5""</li> ",7 x Full-Height , 120 mm</li> 140 mm</li> ,, 120 mm</li> 140 mm</li> 240 mm</li> 280 mm</li> 360 mm</li> ,,,
Corsair Carbide Series SPEC OMEGA,Corsair ,CC-9011121-WW ,ATX Mid Tower ,Black / Red ,None ,Tempered Glass ,No ,USB 3.2 Gen 1 Type-A , ATX</li> Micro ATX</li> Mini ITX</li> ," 370 mm</li> 14.567""</li> "," 3 x Internal 3.5""</li> 2 x Internal 2.5""</li> ",7 x Full-Height , 120 mm</li> 140 mm</li> ,, 120 mm</li> 140 mm</li> 240 mm</li> 280 mm</li> 360 mm</li> ,,,
Corsair Crystal Series 280X,Corsair ,CC-9011136-WW ,MicroATX Mid Tower ,White ,None ,Tempered Glass ,Yes ,USB 3.2 Gen 1 Type-A , Micro ATX</li> Mini ITX</li> ," 300 mm</li> 11.811""</li> "," 2 x Internal 3.5""</li> 3 x Internal 2.5""</li> ",4 x Full-Height , 120 mm</li> 140 mm</li> ,, 120 mm</li> 140 mm</li> 240 mm</li> 280 mm</li> ,,,
Rosewill SPECTRA C100,Rosewill ,R0901008-0118 ,ATX Mid Tower ,Black ,None ,Tempered Glass ,No , USB 3.2 Gen 1 Type-A</li> USB 2.0 Type-A</li> , ATX</li> Micro ATX</li> Mini ITX</li> ," 350 mm</li> 13.78""</li> "," 2 x Internal 3.5""</li> 4 x Internal 2.5""</li> ",7 x Full-Height , 120 mm</li> 140 mm</li> ,, 120 mm</li> 140 mm</li> 240 mm</li> 280 mm</li> 360 mm</li> ,,,
Phanteks Eclipse P600S,Phanteks , PH-EC600PSTG_WT01 | PH-EC600PSTG_WT | ,ATX Mid Tower ,White / Black ,None ,Tinted Tempered Glass ,Yes , USB 3.2 Gen 2 Type-C</li> USB 3.2 Gen 1 Type-A</li> , ATX</li> EATX</li> Micro ATX</li> Mini ITX</li> ," 435 mm</li> 17.126""</li> "," 4 x Internal 3.5""</li> 3 x Internal 2.5""</li> ",7 x Full-Height , 120 mm</li> 140 mm</li> ,, 120 mm</li> 140 mm</li> 240 mm</li> 280 mm</li> 360 mm</li> 420 mm</li> ,,,
Asus TUF Gaming GT501 Demon Slayer Edition,Asus , 90DC0015-B48000 | TUF Gaming GT501 Demon Slayer Edition | ,ATX Mid Tower ,Yellow / Black ,None ,Tempered Glass ,Yes ,USB 3.2 Gen 1 Type-A , ATX</li> EATX</li> Micro ATX</li> Mini ITX</li> ," 420 mm</li> 16.535""</li> "," 4 x Internal 3.5""</li> 3 x Internal 2.5""</li> ",7 x Full-Height , 120 mm</li> 140 mm</li> ,, 120 mm</li> 140 mm</li> 240 mm</li> 280 mm</li> 360 mm</li> ," 545 mm x 251 mm x 552 mm</li> 21.457"" x 9.882"" x 21.732""</li> ", 75.511 L</li> 2.667 ft³</li> ,
Cooler Master MasterBox Q300P,Cooler Master ,MCB-Q300P-KANN-S02 ,MicroATX Mini Tower ,Black ,None ,Acrylic ,No ,USB 3.2 Gen 1 Type-A , Micro ATX</li> Mini ITX</li> ," 360 mm</li> 14.173""</li> "," 1 x Internal 3.5""</li> 2 x Internal 2.5""</li> ",4 x Full-Height , 120 mm</li> 140 mm</li> ,, 120 mm</li> 240 mm</li> ," 450 mm x 230 mm x 450 mm</li> 17.717"" x 9.055"" x 17.717""</li> ", 46.575 L</li> 1.645 ft³</li> ,
Antec NX310,Antec , NX310 | 0-761345-81031-9 | ,ATX Mid Tower ,Black ,None ,Tempered Glass ,Yes , USB 3.2 Gen 1 Type-A</li> USB 2.0 Type-A</li> , ATX</li> Micro ATX</li> Mini ITX</li> ," 320 mm</li> 12.598""</li> "," 2 x Internal 3.5""</li> 4 x Internal 2.5""</li> ",7 x Full-Height , 120 mm</li> 140 mm</li> ,, 120 mm</li> 140 mm</li> 240 mm</li> 280 mm</li> ," 430 mm x 215 mm x 460 mm</li> 16.929"" x 8.465"" x 18.11""</li> ", 42.527 L</li> 1.502 ft³</li> ,
SilentiumPC Signum SG1X TG RGB,SilentiumPC ,SPC233 ,ATX Mid Tower ,Black ,None ,Tempered Glass ,Yes ,USB 3.2 Gen 1 Type-A , ATX</li> Micro ATX</li> Mini ITX</li> ," 325 mm</li> 12.795""</li> "," 2 x Internal 3.5""</li> 2 x Internal 2.5""</li> ",7 x Full-Height , 120 mm</li> 140 mm</li> ,, 120 mm</li> 240 mm</li> 360 mm</li> ," 413 mm x 216 mm x 447 mm</li> 16.26"" x 8.504"" x 17.598""</li> ", 39.876 L</li> 1.408 ft³</li> ,
Aerocool Aero One Eclipse,Aerocool ,ACCM-PB17143.21 ,ATX Mid Tower ,White / Black ,None ,Tempered Glass ,Yes ,USB 3.2 Gen 1 Type-A , ATX</li> Micro ATX</li> Mini ITX</li> ," 327 mm</li> 12.874""</li> "," 2 x Internal 3.5""</li> 2 x Internal 2.5""</li> ",7 x Full-Height , 120 mm</li> 140 mm</li> ,, 120 mm</li> 140 mm</li> 240 mm</li> 280 mm</li> 360 mm</li> ,,,
Deepcool Matrexx 55 V3,Deepcool , DP-ATX-MATREXX55V3 | MATREXX 55 V3 | ,ATX Mid Tower ,Black ,None ,Tempered Glass ,Yes , USB 3.2 Gen 1 Type-A</li> USB 2.0 Type-A</li> , ATX</li> EATX</li> Micro ATX</li> Mini ITX</li> ," 370 mm</li> 14.567""</li> "," 2 x Internal 3.5""</li> 2 x Internal 2.5""</li> ",7 x Full-Height , 120 mm</li> 140 mm</li> ,, 120 mm</li> 140 mm</li> 240 mm</li> 280 mm</li> 360 mm</li> 420 mm</li> 480 mm</li> ,,,
Deepcool CL500,Deepcool ,R-CL500-BKNMA1N-G-1 ,ATX Mid Tower ,Black / Silver ,None ,Tempered Glass ,Yes , USB 3.2 Gen 2 Type-C</li> USB 2.0 Type-A</li> , ATX</li> Micro ATX</li> Mini ITX</li> ," 330 mm</li> 12.992""</li> "," 2 x Internal 3.5""</li> 2 x Internal 2.5""</li> ",7 x Full-Height , 120 mm</li> 140 mm</li> ,, 120 mm</li> 140 mm</li> 240 mm</li> 280 mm</li> 360 mm</li> ," 473 mm x 226 mm x 519 mm</li> 18.622"" x 8.898"" x 20.433""</li> ", 55.48 L</li> 1.959 ft³</li> ,
Xigmatek Athena,Xigmatek ,EN44368 ,ATX Mid Tower ,Black ,None ,Tempered Glass ,Yes , USB 3.2 Gen 1 Type-A</li> USB 2.0 Type-A</li> , ATX</li> Micro ATX</li> Mini ITX</li> ," 320 mm</li> 12.598""</li> "," 2 x Internal 3.5""</li> 2 x Internal 2.5""</li> ",7 x Full-Height , 120 mm</li> 140 mm</li> ,, 120 mm</li> 240 mm</li> ," 366 mm x 210 mm x 465 mm</li> 14.409"" x 8.268"" x 18.307""</li> ", 35.74 L</li> 1.262 ft³</li> ,
NZXT H7,NZXT ,CM-H71BG-01 ,ATX Mid Tower ,White / Black ,None ,Tempered Glass ,Yes , USB 3.2 Gen 2x2 Type-C</li> USB 3.2 Gen 1 Type-A</li> , ATX</li> EATX</li> Micro ATX</li> Mini ITX</li> ," 400 mm</li> 15.748""</li> "," 2 x Internal 3.5""</li> 4 x Internal 2.5""</li> ",7 x Full-Height , 120 mm</li> 140 mm</li> ,, 120 mm</li> 140 mm</li> 240 mm</li> 280 mm</li> 360 mm</li> ," 480 mm x 230 mm x 505 mm</li> 18.898"" x 9.055"" x 19.882""</li> ", 55.752 L</li> 1.969 ft³</li> ,
MSI MAG VAMPIRIC 300R MIDNIGHT GREEN,MSI , MAG VAMPIRIC 300R MIDNIGHT GREEN | 306-7G19G21-809 | ,ATX Mid Tower ,Green ,None ,Tempered Glass ,Yes , USB 3.2 Gen 2x2 Type-C</li> USB 3.2 Gen 1 Type-A</li> , ATX</li> Micro ATX</li> Mini ITX</li> ," 380 mm</li> 14.961""</li> "," 2 x Internal 3.5""</li> 2 x Internal 2.5""</li> ",7 x Full-Height , 120 mm</li> 140 mm</li> ,, 120 mm</li> 140 mm</li> 240 mm</li> 280 mm</li> 360 mm</li> ," 471 mm x 231 mm x 497 mm</li> 18.543"" x 9.094"" x 19.567""</li> ", 54.074 L</li> 1.91 ft³</li> ,
SAMA Sama-S88-BK,SAMA ,Sama-S88-BK ,ATX Mid Tower ,Black / Red ,None ,Tempered Glass ,Yes , USB 3.2 Gen 1 Type-A</li> USB 2.0 Type-A</li> , ATX</li> Micro ATX</li> Mini ITX</li> ," 330 mm</li> 12.992""</li> "," 2 x Internal 3.5""</li> 3 x Internal 2.5""</li> ",7 x Full-Height ,120 mm ,, 120 mm</li> 240 mm</li> ," 477.52 mm x 207.264 mm x 381 mm</li> 18.8"" x 8.16"" x 15""</li> ", 37.709 L</li> 1.332 ft³</li> ,
Raidmax X616,Raidmax , X616-TBF | X616 | ,ATX Mid Tower ,Black ,None ,Tempered Glass ,Yes , USB 3.2 Gen 1 Type-A</li> USB 2.0 Type-A</li> , ATX</li> Micro ATX</li> Mini ITX</li> ," 355 mm</li> 13.976""</li> "," 2 x Internal 3.5""</li> 2 x Internal 2.5""</li> ",7 x Full-Height , 120 mm</li> 140 mm</li> 200 mm</li> ,, 120 mm</li> 140 mm</li> 240 mm</li> 280 mm</li> 360 mm</li> ," 420 mm x 220 mm x 464 mm</li> 16.535"" x 8.661"" x 18.268""</li> ", 42.874 L</li> 1.514 ft³</li> ,
Jonsbo T8 PLUS,Jonsbo ,T8 PLUS SILVER ,Mini ITX Desktop ,Silver / Black ,None ,Tempered Glass ,Yes ,USB 3.2 Gen 1 Type-A ,Mini ITX ," 270 mm</li> 10.63""</li> ","4 x Internal 2.5"" ",3 x Full-Height , 120 mm</li> 140 mm</li> ,,," 272 mm x 163 mm x 282 mm</li> 10.709"" x 6.417"" x 11.102""</li> ", 12.503 L</li> 0.442 ft³</li> ,
Thermaltake The Tower 200,Thermaltake ,CA-1X9-00SBWN-00 ,Mini ITX Tower ,Turquoise ,None ,Tempered Glass ,No ,USB 3.2 Gen 2 Type-C ,Mini ITX ," 380 mm</li> 14.961""</li> "," 2 x Internal 3.5""</li> 2 x Internal 2.5""</li> ",3 x Full-Height , 120 mm</li> 140 mm</li> ,, 120 mm</li> 140 mm</li> 240 mm</li> 280 mm</li> ," 280 mm x 300 mm x 537 mm</li> 11.024"" x 11.811"" x 21.142""</li> ", 45.108 L</li> 1.593 ft³</li> ,
LC-Power Gaming 807W Stormwatch_X,LC-Power ,LC-807W-ON ,ATX Mid Tower ,White ,None ,Tempered Glass ,Yes , USB 3.2 Gen 1 Type-C</li> USB 3.2 Gen 1 Type-A</li> USB 2.0 Type-A</li> , ATX</li> EATX</li> Micro ATX</li> Mini ITX</li> ," 390 mm</li> 15.354""</li> "," 1 x Internal 3.5""</li> 1 x Internal 2.5""</li> ", 7 x Full-Height</li> 3 x Full-Height via Riser</li> , 120 mm</li> 140 mm</li> ,, 120 mm</li> 140 mm</li> 240 mm</li> 280 mm</li> 360 mm</li> ," 430 mm x 300 mm x 420 mm</li> 16.929"" x 11.811"" x 16.535""</li> ", 54.18 L</li> 1.913 ft³</li> ,
Montech KING 95 PRO,Montech ,KING 95 PRO (ROSE GOLD) ,ATX Mid Tower ,Pink ,None ,Tempered Glass ,No , USB 3.2 Gen 2 Type-C</li> USB 3.2 Gen 1 Type-A</li> , ATX</li> Micro ATX</li> Mini ITX</li> ," 420 mm</li> 16.535""</li> "," 5 x Internal 3.5""</li> 3 x Internal 2.5""</li> ",7 x Full-Height , 120 mm</li> 140 mm</li> ,, 120 mm</li> 140 mm</li> 240 mm</li> 280 mm</li> 360 mm</li> ," 475 mm x 300 mm x 442 mm</li> 18.701"" x 11.811"" x 17.402""</li> ", 62.985 L</li> 2.224 ft³</li> ,
Mars Gaming MC-S1,Mars Gaming ,MCS1W ,MicroATX Mini Tower ,White ,None ,Acrylic ,No ,USB 3.2 Gen 1 Type-A , Micro ATX</li> Mini ITX</li> ," 256 mm</li> 10.079""</li> "," 1 x Internal 3.5""</li> 2 x Internal 2.5""</li> ",4 x Full-Height , 80 mm</li> 120 mm</li> ,,," 300 mm x 177 mm x 351 mm</li> 11.811"" x 6.969"" x 13.819""</li> ", 18.638 L</li> 0.658 ft³</li> ,
FormD T1 V2.1 Steel Coated,FormD ,50065562829118 ,Mini ITX Desktop ,Silver ,None ,Mesh ,No ,None ,Mini ITX ," 325 mm</li> 12.795""</li> ",,3 x Full-Height via Riser ,120 mm ,, 120 mm</li> 240 mm</li> ,,,
Rosewill Helium Flow RGB,Rosewill ,Helium Flow RGB ,ATX Mid Tower ,Black ,None ,Tempered Glass ,Yes , USB 3.2 Gen 2 Type-C</li> USB 3.2 Gen 1 Type-A</li> , ATX</li> Micro ATX</li> Mini ITX</li> ," 390 mm</li> 15.354""</li> "," 3 x Internal 3.5""</li> 3 x Internal 2.5""</li> ",7 x Full-Height , 120 mm</li> 140 mm</li> ,, 120 mm</li> 140 mm</li> 240 mm</li> 280 mm</li> 360 mm</li> ," 444.5 mm x 230 mm x 494 mm</li> 17.5"" x 9.055"" x 19.449""</li> ", 50.504 L</li> 1.784 ft³</li> ,
SilentiumPC Brutus M10,SilentiumPC ,SPC159 ,MicroATX Mid Tower ,Black ,None ,None ,No ,USB 3.2 Gen 1 Type-A , ATX</li> Micro ATX</li> Mini ITX</li> ," 320 mm</li> 12.598""</li> "," 1 x External 5.25""</li> 2 x Internal 3.5""</li> 3 x Internal 2.5""</li> ",7 x Full-Height ,80 mm ,,," 371 mm x 193 mm x 415 mm</li> 14.606"" x 7.598"" x 16.339""</li> ", 29.715 L</li> 1.049 ft³</li> ,
AQIRYS Wezen,AQIRYS ,AQRYS_WEZENBK ,MicroATX Mini Tower ,Black ,None ,Tempered Glass ,Yes , USB 3.2 Gen 1 Type-A</li> USB 2.0 Type-A</li> , Micro ATX</li> Mini ITX</li> ," 335 mm</li> 13.189""</li> "," 2 x Internal 3.5""</li> 2 x Internal 2.5""</li> ",4 x Full-Height , 120 mm</li> 140 mm</li> ,,," 400 mm x 208 mm x 418 mm</li> 15.748"" x 8.189"" x 16.457""</li> ", 34.778 L</li> 1.228 ft³</li> ,
AQIRYS Titan,AQIRYS ,AQRYS_TITANBK ,ATX Mid Tower ,Black ,None ,Tempered Glass ,No , USB 3.2 Gen 2 Type-C</li> USB 3.2 Gen 1 Type-A</li> USB 2.0 Type-A</li> , ATX</li> Micro ATX</li> Mini ITX</li> ," 400 mm</li> 15.748""</li> "," 1 x Internal 3.5""</li> 2 x Internal 2.5""</li> ",7 x Full-Height ,120 mm ,,," 426 mm x 280 mm x 435 mm</li> 16.772"" x 11.024"" x 17.126""</li> ", 51.887 L</li> 1.832 ft³</li> ,
darkFlash DY460 4F,darkFlash ,DF-DY460-BK-4F ,ATX Mid Tower ,Black ,None ,Tempered Glass ,Yes , USB 3.2 Gen 2 Type-C</li> USB 3.2 Gen 1 Type-A</li> , ATX</li> Micro ATX</li> Mini ITX</li> ," 410 mm</li> 16.142""</li> "," 2 x Internal 3.5""</li> 1 x Internal 2.5""</li> ",7 x Full-Height , Rear: 1 x 120 mm</li> Top: 3 x 120 mm</li> Motherboard Tray: 3 x 120 mm</li> PSU Shroud: 3 x 120 mm</li> , Rear: 1 x 120 mm (ARGB PWM)</li> Motherboard Tray: 3 x 120 mm (ARGB PWM)</li> , Rear: 120 mm</li> Top: 360 / 240 / 120 mm</li> ," 452 mm x 238 mm x 541 mm</li> 17.795"" x 9.37"" x 21.299""</li> ", 58.199 L</li> 2.055 ft³</li> ,
Thermaltake Divider 200 TG Air,Thermaltake ,CA-1V1-00S1WN-01 ,MicroATX Mini Tower ,White ,None ,Tempered Glass ,Yes , USB 3.2 Gen 2 Type-C</li> USB 3.2 Gen 1 Type-A</li> , Micro ATX</li> Mini ITX</li> ," 340 mm</li> 13.386""</li> "," 3 x Internal 3.5""</li> 3 x Internal 2.5""</li> ",5 x Full-Height , 120 mm</li> 140 mm</li> ,, 120 mm</li> 140 mm</li> 240 mm</li> 280 mm</li> ," 425.7 mm x 332.2 mm x 364.7 mm</li> 16.76"" x 13.079"" x 14.358""</li> ", 51.575 L</li> 1.821 ft³</li> ,
Silverstone ML06B-E,Silverstone , ML06B-E | SST-ML06B-E | CS-ML06-E | ML06-E | SST-ML06-E | Milo ML06-E | ,HTPC ,Black ,None ,None ,No ,USB 3.2 Gen 1 Type-A , Mini DTX</li> Mini ITX</li> ," 175 mm</li> 6.89""</li> "," 1 x External 5.25"" Slim Slot Load</li> 4 x Internal 2.5""</li> ",2 x Half-Height , 80 mm</li> 120 mm</li> ,,,,,
Geometric Future Model 5 Vent,Geometric Future ,GEO-M5VF-W ,ATX Mid Tower ,White ,None ,Tempered Glass ,Yes , USB 3.2 Gen 2x2 Type-C</li> USB 3.2 Gen 1 Type-A</li> , ATX</li> EATX</li> Micro ATX</li> Mini ITX</li> ," 430 mm</li> 16.929""</li> ","2 x Internal 3.5"" ", 7 x Full-Height</li> 4 x Full-Height via Riser</li> , 120 mm</li> 140 mm</li> ,, 120 mm</li> 140 mm</li> 240 mm</li> 280 mm</li> 360 mm</li> 420 mm</li> ," 505 mm x 242 mm x 440 mm</li> 19.882"" x 9.528"" x 17.323""</li> ", 53.772 L</li> 1.899 ft³</li> ,
Silverstone CS381B,Silverstone , SST-CS381B | CS381B | ,MicroATX Desktop ,Black ,None ,None ,No ,USB 3.2 Gen 1 Type-A , Micro ATX</li> Mini ITX</li> ," 267 mm</li> 10.512""</li> "," 8 x External 3.5""</li> 4 x Internal 2.5""</li> ",4 x Full-Height ,120 mm ,, 120 mm</li> 240 mm</li> ,,,
Cougar Airface Pure Pro,Cougar , CGR-2GA5W-P | Airface Pure Pro (White) | 382GA50.0004 | ,ATX Mid Tower ,White ,None ,Tempered Glass ,Yes ,USB 3.2 Gen 1 Type-A , ATX</li> Micro ATX</li> Mini ITX</li> ," 320 mm</li> 12.598""</li> "," 2 x Internal 3.5""</li> 2 x Internal 2.5""</li> ",7 x Full-Height , 120 mm</li> 140 mm</li> ,, 120 mm</li> 140 mm</li> 240 mm</li> ," 375 mm x 220 mm x 460 mm</li> 14.764"" x 8.661"" x 18.11""</li> ", 37.95 L</li> 1.34 ft³</li> ,
Thermaltake Versa H24,Thermaltake ,CA-1C1-00M1NN-00 ,ATX Mid Tower ,Black ,None ,None ,No , USB 3.2 Gen 1 Type-A</li> USB 2.0 Type-A</li> , ATX</li> Micro ATX</li> ," 315 mm</li> 12.402""</li> "," 2 x External 5.25""</li> 3 x Internal 3.5""</li> 3 x Internal 2.5""</li> ",7 x Full-Height ,120 mm ,,120 mm ," 429 mm x 208 mm x 477 mm</li> 16.89"" x 8.189"" x 18.78""</li> ", 42.564 L</li> 1.503 ft³</li> ,
BitFenix Graph,BitFenix , BFC-GRF-300-KKGSK-4A | Graph-Black | ,ATX Mid Tower ,Black ,None ,Tempered Glass ,Yes , USB 3.2 Gen 1 Type-A</li> USB 2.0 Type-A</li> , ATX</li> Micro ATX</li> Mini ITX</li> ," 355 mm</li> 13.976""</li> "," 2 x Internal 3.5""</li> 4 x Internal 2.5""</li> ",7 x Full-Height , 120 mm</li> 140 mm</li> ,, 120 mm</li> 140 mm</li> 240 mm</li> 280 mm</li> 360 mm</li> ," 438 mm x 210 mm x 460 mm</li> 17.244"" x 8.268"" x 18.11""</li> ", 42.311 L</li> 1.494 ft³</li> ,
Streacom DA6,Streacom ,ST-DA6B ,Mini ITX Test Bench ,Black / Silver ,None ,None ,No ,USB 3.2 Gen 1 Type-C ,Mini ITX ," 323 mm</li> 12.717""</li> "," 4 x Internal 3.5""</li> 4 x Internal 2.5""</li> ",3 x Full-Height , 40 mm</li> 80 mm</li> 92 mm</li> 100 mm</li> 120 mm</li> 140 mm</li> ,, 120 mm</li> 140 mm</li> 240 mm</li> 280 mm</li> ," 215 mm x 215 mm x 431 mm</li> 8.465"" x 8.465"" x 16.969""</li> ", 19.923 L</li> 0.704 ft³</li> ,
SHARKOON Rebel C70M RGB,SHARKOON , Rebel C70M RGB | 4044951040179 | ,ATX Mid Tower ,Brown / Black ,None ,Mesh ,Yes , USB 3.2 Gen 2 Type-C</li> USB 3.2 Gen 1 Type-A</li> , ATX</li> Micro ATX</li> Mini ITX</li> ," 400 mm</li> 15.748""</li> ","3 x Internal 3.5"" ",7 x Full-Height , 120 mm</li> 140 mm</li> ,, 120 mm</li> 140 mm</li> 240 mm</li> 280 mm</li> 360 mm</li> ," 479 mm x 230 mm x 495 mm</li> 18.858"" x 9.055"" x 19.488""</li> ", 54.534 L</li> 1.926 ft³</li> ,
YEYIAN Hussar Plus,YEYIAN ,YCM-ASHUS-01 ,ATX Mid Tower ,Black ,None ,Tempered Glass ,No ,USB 3.2 Gen 1 Type-A , ATX</li> Micro ATX</li> Mini ITX</li> ," 355 mm</li> 13.976""</li> "," 1 x Internal 3.5""</li> 3 x Internal 2.5""</li> ",7 x Full-Height , 120 mm</li> 140 mm</li> ,, 120 mm</li> 240 mm</li> ," 412.75 mm x 203.962 mm x 397.764 mm</li> 16.25"" x 8.03"" x 15.66""</li> ", 33.486 L</li> 1.183 ft³</li> ,
Cougar Airface,Cougar , 385ZD10.0002 | CGR-5ZD1B-AIR | ,ATX Mid Tower ,Black ,None ,Tempered Glass ,Yes , USB 3.2 Gen 1 Type-A</li> USB 2.0 Type-A</li> , ATX</li> EATX</li> Micro ATX</li> Mini ITX</li> SSI CEB</li> ," 330 mm</li> 12.992""</li> "," 2 x Internal 3.5""</li> 2 x Internal 2.5""</li> ", 7 x Full-Height</li> 3 x Full-Height via Riser</li> , 120 mm</li> 140 mm</li> ,, 120 mm</li> 140 mm</li> 240 mm</li> 280 mm</li> ," 386 mm x 230 mm x 491 mm</li> 15.197"" x 9.055"" x 19.331""</li> ", 43.591 L</li> 1.539 ft³</li> ,
Phanteks ECLIPSE G500A DRGB (Fanless),Phanteks ,PH-EC500GA_DBK01B ,ATX Mid Tower ,Black ,None ,Tempered Glass ,Yes , USB 3.2 Gen 2 Type-C</li> USB 3.2 Gen 1 Type-A</li> , ATX</li> EATX</li> Micro ATX</li> Mini ITX</li> ," 435 mm</li> 17.126""</li> "," 2 x Internal 3.5""</li> 9 x Internal 2.5""</li> ",7 x Full-Height , 120 mm</li> 140 mm</li> ,, 120 mm</li> 140 mm</li> 240 mm</li> 280 mm</li> 360 mm</li> 420 mm</li> ," 500 mm x 240 mm x 515 mm</li> 19.685"" x 9.449"" x 20.276""</li> ", 61.8 L</li> 2.182 ft³</li> ,
ADATA XPG Battlecruiser II,ADATA , BATTLECRUISERIIST-BKCWW | BATTLECRUISERIIST-BKC | 15260188 | ,ATX Mid Tower ,Black ,None ,Tempered Glass ,Yes , USB 3.2 Gen 2 Type-C</li> USB 3.2 Gen 1 Type-A</li> , ATX</li> EATX</li> Micro ATX</li> Mini ITX</li> SSI CEB</li> SSI EEB</li> ," 395 mm</li> 15.551""</li> "," 5 x Internal 3.5""</li> 3 x Internal 2.5""</li> ",7 x Full-Height , 120 mm</li> 140 mm</li> ,, 120 mm</li> 140 mm</li> 240 mm</li> 280 mm</li> 360 mm</li> 420 mm</li> ," 506 mm x 225 mm x 550 mm</li> 19.921"" x 8.858"" x 21.654""</li> ", 62.617 L</li> 2.211 ft³</li> ,
Sliger CX2177c,Sliger ,CX2177c ,Rackmount 2U ,Black ,None ,None ,No ,USB 3.2 Gen 1 Type-A , ATX</li> EATX</li> Flex ATX</li> Micro ATX</li> Mini DTX</li> Mini ITX</li> SSI CEB</li> SSI EEB</li> ," 401 mm</li> 15.787""</li> "," 2 x External 3.5""</li> 2 x Internal 3.5""</li> 2 x Internal 2.5""</li> ",7 x Half-Height ,Front: 3 x 80 mm ,,," 431.8 mm x 431.8 mm x 87.9 mm</li> 17"" x 17"" x 3.461""</li> ", 16.389 L</li> 0.579 ft³</li> ,
Thermaltake Core X5,Thermaltake ,CA-1E8-00M1WN-00 ,ATX Desktop ,Black ,None ,Acrylic ,Yes , USB 3.2 Gen 1 Type-A</li> USB 2.0 Type-A</li> , ATX</li> EATX</li> Micro ATX</li> Mini ITX</li> ," 480 mm</li> 18.898""</li> "," 3 x External 5.25""</li> 4 x Internal 3.5""</li> 3 x Internal 2.5""</li> ",8 x Full-Height , 120 mm</li> 140 mm</li> 200 mm</li> ,, 120 mm</li> 140 mm</li> 240 mm</li> 280 mm</li> 360 mm</li> ," 540 mm x 371 mm x 463 mm</li> 21.26"" x 14.606"" x 18.228""</li> ", 92.757 L</li> 3.276 ft³</li> ,
